	 1                	 -nan             	 -nan             	 0.07085642585134481	 -nan             	 -nan             	 0.9999999993850659	 -nan             	 -nan             	 0.07085642520423303	 -nan             	 -nan             	 0.9999999974279716	 -nan             	 -nan             	 0.07085642468608133	 -nan             	 -nan             	 0.9999999932617172	 -nan             	 -nan             	 0.07085642435758718	 -nan             	 -nan             	 0.9999999882009233	 -nan             	 -nan             	 0.07085642400682467	 -nan             	 -nan             	 -0.999999987780702	 -nan             	 -nan             	 -0.07085642938146598	 -nan             	 -nan             	 -3.135830073334795e-05	 3.241804252777709e-05	 4.234489541664246e-05	 -4.146016892001654e-05	 4.549097161146441e-05	 -3.554422225639922e-05	 1.694179996310094e-05	 -5.007405188470256e-05	 2.12405805703368e-05	 3.589906953554867e-06	 -8.83186147347038e-06	 5.405788659516155e-06	 1.3604602621081e-05	 -1.878415875355438e-05	 -3.753590186524297e-05	 -2.895577440559751e-05	 6.736329939812349e-06
	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             
	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             
	 0.04131137593188691	 -nan             	 -nan             	 -0.9999999995488171	 -nan             	 -nan             	 0.04131137642843181	 -nan             	 -nan             	 -0.9999999993160391	 -nan             	 -nan             	 0.04131137703615131	 -nan             	 -nan             	 -0.9999999988935614	 -nan             	 -nan             	 0.04131137758865441	 -nan             	 -nan             	 -0.9999999979447312	 -nan             	 -nan             	 0.04131137779607182	 -nan             	 -nan             	 -0.9999999956691891	 -nan             	 -nan             	 -0.04131137786139064	 -nan             	 -nan             	 1                	 -nan             	 -nan             	 4.988981065722558e-06	 -5.763405788620091e-06	 -1.376807494322293e-05	 1.386112303122253e-06	 -1.245458775761972e-05	 1.388618952640716e-05	 2.252156305081606e-07	 1.46763262731604e-05	 -4.831702944268963e-06	 -4.316308859029736e-06	 7.547861686267615e-07	 -1.884937196387349e-06	 -8.602420278550794e-07	 3.863111357252198e-06	 1.113512294518641e-05	 5.062031035045675e-06	 -2.717490242164407e-06
	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             
	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             	 -nan             
	 -2.722413853213978e-05	 -nan             	 -nan             	 -4.098670936328703e-06	 -nan             	 -nan             	 -1.730292583376308e-05	 -nan             	 -nan             	 -2.931389181543979e-06	 -nan             	 -nan             	 9.29636246520148e-06	 -nan             	 -nan             	 -8.779246843856977e-06	 -nan             	 -nan             	 4.560713482000464e-05	 -nan             	 -nan             	 -2.358469096061393e-05	 -nan             	 -nan             	 8.437944310609881e-05	 -nan             	 -nan             	 -4.842596071604778e-05	 -nan             	 -nan             	 -2.687061560590446e-05	 -nan             	 -nan             	 1.33740683905953e-05	 -nan             	 -nan             	 1                	 -0.9979811698277017	 -0.2593734992356985	 0.6642184882310087	 -0.2073595900928694	 -0.1249038584218685	 -0.5619551156034381	 0.03711431080052072	 0.02926519298560551	 0.3868329286993443	 0.5222446443361671	 0.3363361615091473	 0.3915981692034914	 -0.350992511087494	 -0.2639318376123469	 0.626635494537651	 0.4852656864896563
	 2.988768537009972e-05	 -nan             	 -nan             	 3.952464326705831e-06	 -nan             	 -nan             	 1.833044423391237e-05	 -nan             	 -nan             	 3.077669888742034e-06	 -nan             	 -nan             	 -9.636995884287957e-06	 -nan             	 -nan             	 9.356111401708647e-06	 -nan             	 -nan             	 -4.703529779264897e-05	 -nan             	 -nan             	 2.471709745592265e-05	 -nan             	 -nan             	 -8.646945436142103e-05	 -nan             	 -nan             	 5.014809098185074e-05	 -nan             	 -nan             	 2.669012693020058e-05	 -nan             	 -nan             	 -1.364458869440037e-05	 -nan             	 -nan             	 -0.9979811698247029	 1                	 0.3156711189084919	 -0.6605005489043071	 0.2583760094608426	 0.1038400677424791	 0.5744660787894053	 -0.06621060140774482	 0.00873283085050041	 -0.4077967581573462	 -0.540782433395585	 -0.3680987918907156	 -0.4165780966502087	 0.3408094361722207	 0.2426877114470952	 -0.6379137733817906	 -0.5069983569503757
	 5.978393171008476e-05	 -nan             	 -nan             	 -2.62577604117717e-06	 -nan             	 -nan             	 3.691522244467668e-05	 -nan             	 -nan             	 -9.671037642562517e-07	 -nan             	 -nan             	 1.238246304840318e-05	 -nan             	 -nan             	 3.851760001809802e-06	 -nan             	 -nan             	 -1.169721906523409e-05	 -nan             	 -nan             	 1.224565205353047e-05	 -nan             	 -nan             	 -3.265207716830435e-05	 -nan             	 -nan             	 2.400947420701538e-05	 -nan             	 -nan             	 1.647178097478525e-05	 -nan             	 -nan             	 -1.25517617747344e-05	 -nan             	 -nan             	 -0.2593734992458486	 0.3156711189293248	 1                	 -0.06334161184019244	 0.9548673360509695	 -0.4997328199216545	 0.3640512395966942	 -0.6564488659953457	 0.5819335690321636	 -0.2844642071263485	 -0.4503970119126349	 -0.4564948757715958	 -0.4622285878998876	 -0.2322132758758146	 -0.4760757409349731	 -0.3271673429585117	 -0.3037597984981804
	 -3.376763249180324e-05	 -nan             	 -nan             	 -4.221887206269626e-07	 -nan             	 -nan             	 -2.886799199030435e-05	 -nan             	 -nan             	 3.284670416251881e-06	 -nan             	 -nan             	 -1.246221124662284e-05	 -nan             	 -nan             	 2.496188546199686e-06	 -nan             	 -nan             	 1.090371387407843e-05	 -nan             	 -nan             	 -3.836447219823936e-06	 -nan             	 -nan             	 3.487760005159174e-05	 -nan             	 -nan             	 -1.529486966592718e-05	 -nan             	 -nan             	 -3.023139285744393e-05	 -nan             	 -nan             	 1.163906664410729e-05	 -nan             	 -nan             	 0.6642184882479616	 -0.6605005489306182	 -0.06334161197769229	 1                	 -0.0008050337534690248	 -0.2389848092201018	 -0.3959296800782495	 -0.2146589049185294	 0.1126774985833427	 0.3095979164768465	 0.3416776732406076	 0.2653200630502014	 0.0728796785276022	 -0.182620031198066	 -0.378116407892846	 0.4748958618221719	 0.3991964798342677
	 5.974699542227007e-05	 -nan             	 -nan             	 -2.195061090131975e-06	 -nan             	 -nan             	 4.27161662315662e-05	 -nan             	 -nan             	 -2.51302884809963e-06	 -nan             	 -nan             	 2.530286519157056e-05	 -nan             	 -nan             	 -1.200821209604395e-06	 -nan             	 -nan             	 8.763872832518591e-06	 -nan             	 -nan             	 1.872514778795827e-06	 -nan             	 -nan             	 -7.105262277268682e-06	 -nan             	 -nan             	 7.408643090300391e-06	 -nan             	 -nan             	 2.257127303740862e-05	 -nan             	 -nan             	 -1.457575291993993e-05	 -nan             	 -nan             	 -0.2073595901239105	 0.2583760095087716	 0.954867336181031	 -0.000805033631048854	 1                	 -0.5278853582388262	 0.3831794170835847	 -0.6961067658288465	 0.6764917476221868	 -0.2381762507183436	 -0.4227190350894506	 -0.4122285386700441	 -0.5179637846834829	 -0.4243633910269695	 -0.5959694635399548	 -0.2015127079119115	 -0.2017473074096954
	 -5.265979299853692e-05	 -nan             	 -nan             	 9.534540332297265e-06	 -nan             	 -nan             	 -4.635205312464949e-05	 -nan             	 -nan             	 1.105409986314032e-05	 -nan             	 -nan             	 -3.983917932209036e-05	 -nan             	 -nan             	 1.301008498865857e-05	 -nan             	 -nan             	 -3.368531358717814e-05	 -nan             	 -nan             	 1.536248497526788e-05	 -nan             	 -nan             	 -3.169464191892546e-05	 -nan             	 -nan             	 2.033691345650261e-05	 -nan             	 -nan             	 -1.81592243107531e-05	 -nan             	 -nan             	 9.528285725515702e-06	 -nan             	 -nan             	 -0.1249038582801397	 0.1038400675808161	 -0.4997328201308212	 -0.2389848092809227	 -0.527885358294216	 0.9999999999999998	 0.3409150433642251	 0.9171617565744816	 -0.09089285816095793	 -0.6809897159763966	 -0.2998341549289291	 -0.5144402018528843	 -0.2797640777993152	 0.5641412152907131	 0.9159662745515755	 -0.04574945003308535	 -0.6404105745708057
	 1.152728612097721e-05	 -nan             	 -nan             	 6.924824261104728e-06	 -nan             	 -nan             	 4.925674919905217e-06	 -nan             	 -nan             	 6.470398263571747e-06	 -nan             	 -nan             	 -7.792911099009918e-06	 -nan             	 -nan             	 9.10907551103339e-06	 -nan             	 -nan             	 -2.362349885605406e-05	 -nan             	 -nan             	 1.547003748629937e-05	 -nan             	 -nan             	 -4.239278211541015e-05	 -nan             	 -nan             	 2.742642801686773e-05	 -nan             	 -nan             	 1.459210295330313e-05	 -nan             	 -nan             	 -8.969496373110072e-06	 -nan             	 -nan             	 -0.5619551155445369	 0.574466078732026	 0.364051239599075	 -0.3959296800453427	 0.3831794170960828	 0.3409150433768057	 1                	 0.1468364995230383	 0.4447341213454629	 -0.7408699209183555	 -0.9157265871157586	 -0.717810480474081	 -0.7774626704286021	 0.1561572987011411	 0.2860273944342279	 -0.3061801457652277	 -0.6923929282844744
	 -6.680236515876164e-05	 -nan             	 -nan             	 9.37545154997529e-06	 -nan             	 -nan             	 -5.683177811270061e-05	 -nan             	 -nan             	 1.146745275836559e-05	 -nan             	 -nan             	 -4.481768311585522e-05	 -nan             	 -nan             	 1.296272903803871e-05	 -nan             	 -nan             	 -3.200297131860528e-05	 -nan             	 -nan             	 1.35275262397783e-05	 -nan             	 -nan             	 -2.309163933485379e-05	 -nan             	 -nan             	 1.521128167979108e-05	 -nan             	 -nan             	 -2.582141514745176e-05	 -nan             	 -nan             	 1.348782648479964e-05	 -nan             	 -nan             	 0.03711431094022091	 -0.0662106015705297	 -0.6564488662398066	 -0.2146589049946515	 -0.6961067659079012	 0.9171617565821933	 0.1468364995064658	 1                	 -0.250911333599353	 -0.4512577334266377	 -0.1528729055995058	 -0.3218725426987456	 -0.04810252218787763	 0.4341954226894487	 0.9040120476438824	 0.09167005118596668	 -0.4423687207336103
	 2.802940333621587e-05	 -nan             	 -nan             	 1.619815837313217e-06	 -nan             	 -nan             	 1.329464447790068e-05	 -nan             	 -nan             	 3.502217942644728e-06	 -nan             	 -nan             	 6.938743832067707e-06	 -nan             	 -nan             	 4.298985106548634e-06	 -nan             	 -nan             	 7.81343297558604e-06	 -nan             	 -nan             	 2.707428824973392e-06	 -nan             	 -nan             	 4.995237897483009e-06	 -nan             	 -nan             	 2.872863415442023e-06	 -nan             	 -nan             	 4.92838605173674e-06	 -nan             	 -nan             	 -6.755407334364816e-06	 -nan             	 -nan             	 0.02926519302637899	 0.008732830817612874	 0.5819335690889457	 0.1126774986774464	 0.6764917476258887	 -0.09089285818130816	 0.4447341212975133	 -0.2509113335983356	 1                	 -0.3983137192410423	 -0.3423546632760471	 -0.4961085703008094	 -0.5379795798114501	 -0.4023905622565738	 -0.3151114142295544	 0.384572487030494	 -0.2415611516890409
	 9.378647733204073e-06	 -nan             	 -nan             	 -9.039523672411245e-06	 -nan             	 -nan             	 1.922364046923049e-05	 -nan             	 -nan             	 -1.1411864468164e-05	 -nan             	 -nan             	 3.081384217653686e-05	 -nan             	 -nan             	 -1.668323662164118e-05	 -nan             	 -nan             	 4.29452896691932e-05	 -nan             	 -nan             	 -2.520368337629326e-05	 -nan             	 -nan             	 5.850935286219533e-05	 -nan             	 -nan             	 -3.984752814297075e-05	 -nan             	 -nan             	 3.58113527675892e-06	 -nan             	 -nan             	 1.063320994540844e-06	 -nan             	 -nan             	 0.3868329285579141	 -0.4077967580045667	 -0.2844642069332698	 0.3095979164361958	 -0.2381762505882405	 -0.6809897161085309	 -0.7408699209030802	 -0.4512577335754358	 -0.3983137192352006	 1                	 0.761299079625256	 0.958710463704287	 0.746585527350062	 -0.3996816001937434	 -0.593924061455218	 0.3274575391153092	 0.9606618872177145
	 -6.872444097752326e-06	 -nan             	 -nan             	 -7.118495635193457e-06	 -nan             	 -nan             	 2.052962121915956e-06	 -nan             	 -nan             	 -8.126444478060343e-06	 -nan             	 -nan             	 1.707980835748439e-05	 -nan             	 -nan             	 -1.271227227700349e-05	 -nan             	 -nan             	 3.524234860330707e-05	 -nan             	 -nan             	 -2.171292307511323e-05	 -nan             	 -nan             	 5.510609033336974e-05	 -nan             	 -nan             	 -3.654974964459271e-05	 -nan             	 -nan             	 -8.08111982433058e-06	 -nan             	 -nan             	 6.792542616543596e-06	 -nan             	 -nan             	 0.5222446442598848	 -0.5407824333160711	 -0.4503970118171458	 0.3416776731940777	 -0.4227190350038312	 -0.2998341550491166	 -0.9157265871180316	 -0.1528729057337569	 -0.3423546632802181	 0.7612990796788566	 1                	 0.7962800920420218	 0.7368724198264001	 -0.2261974722068107	 -0.3147971146833382	 0.4416624258263359	 0.7657865986242873
	 7.003651184748517e-06	 -nan             	 -nan             	 -9.231996340569258e-06	 -nan             	 -nan             	 1.922118041595663e-05	 -nan             	 -nan             	 -1.237648553626592e-05	 -nan             	 -nan             	 3.179975941408299e-05	 -nan             	 -nan             	 -1.820306262530077e-05	 -nan             	 -nan             	 4.379137369522586e-05	 -nan             	 -nan             	 -2.694201212188922e-05	 -nan             	 -nan             	 5.926311862520171e-05	 -nan             	 -nan             	 -4.185190129495929e-05	 -nan             	 -nan             	 5.046386285066171e-06	 -nan             	 -nan             	 1.530462503464457e-06	 -nan             	 -nan             	 0.3363361613666434	 -0.3680987917374481	 -0.4564948755593549	 0.2653200629850256	 -0.412228538499829	 -0.5144402020293947	 -0.7178104804527308	 -0.3218725429005252	 -0.4961085702713705	 0.9587104637314826	 0.7962800919977725	 1                	 0.7963680905037569	 -0.2640977202410053	 -0.4474501143418035	 0.3189456269878415	 0.9394457156931758
	 1.494922234063428e-05	 -nan             	 -nan             	 -1.095285271621881e-05	 -nan             	 -nan             	 2.043707941163429e-05	 -nan             	 -nan             	 -1.302184184840362e-05	 -nan             	 -nan             	 2.826413201811562e-05	 -nan             	 -nan             	 -1.716476632161902e-05	 -nan             	 -nan             	 3.711665786922463e-05	 -nan             	 -nan             	 -2.387678495842925e-05	 -nan             	 -nan             	 4.921439568374213e-05	 -nan             	 -nan             	 -3.561142796142847e-05	 -nan             	 -nan             	 1.786385593926935e-06	 -nan             	 -nan             	 3.264061238702976e-06	 -nan             	 -nan             	 0.3915981690950861	 -0.4165780965343439	 -0.4622285877481715	 0.07287967847741479	 -0.5179637845623994	 -0.2797640779282434	 -0.7774626704142226	 -0.04810252233628236	 -0.5379795797965909	 0.7465855273721983	 0.7368724197957122	 0.7963680905073584	 1                	 -0.1000902110473597	 -0.166929408145422	 0.2758044443818909	 0.7110494502315444
	 -2.195058428574945e-05	 -nan             	 -nan             	 2.739610109444555e-06	 -nan             	 -nan             	 -2.944468624828648e-05	 -nan             	 -nan             	 6.862590781217364e-06	 -nan             	 -nan             	 -4.492101341479456e-05	 -nan             	 -nan             	 1.583847606315731e-05	 -nan             	 -nan             	 -6.539725990704864e-05	 -nan             	 -nan             	 3.111945622268954e-05	 -nan             	 -nan             	 -7.865258041266516e-05	 -nan             	 -nan             	 4.884372444669385e-05	 -nan             	 -nan             	 -1.718448020271391e-05	 -nan             	 -nan             	 7.547196757316374e-06	 -nan             	 -nan             	 -0.3509925110057854	 0.3408094360679146	 -0.232213276245659	 -0.1826200312188466	 -0.4243633913247424	 0.5641412156383421	 0.1561572987427349	 0.4341954230515837	 -0.402390562353117	 -0.3996816002937759	 -0.2261974721954174	 -0.2640977202732192	 -0.1000902110739773	 1                	 0.7346786547272003	 -0.531101057459931	 -0.5376664897259518
	 -5.084455780538271e-05	 -nan             	 -nan             	 8.650491041123282e-06	 -nan             	 -nan             	 -4.940597489501344e-05	 -nan             	 -nan             	 1.172930132921164e-05	 -nan             	 -nan             	 -5.196135194573482e-05	 -nan             	 -nan             	 1.751982918729339e-05	 -nan             	 -nan             	 -5.718939334243255e-05	 -nan             	 -nan             	 2.662437393291335e-05	 -nan             	 -nan             	 -6.216038681557058e-05	 -nan             	 -nan             	 3.891453228648178e-05	 -nan             	 -nan             	 -2.12388961480153e-05	 -nan             	 -nan             	 1.046681586668368e-05	 -nan             	 -nan             	 -0.263931837470575	 0.2426877112800235	 -0.4760757412690457	 -0.3781164079443064	 -0.5959694637314239	 0.9159662747279305	 0.286027394443889	 0.9040120478228586	 -0.3151114142663288	 -0.5939240614128166	 -0.3147971145918737	 -0.4474501142340653	 -0.1669294080671312	 0.7346786544871685	 1                	 -0.2626416241962369	 -0.6588282787137143
	 -3.156795564202422e-05	 -nan             	 -nan             	 9.171750999606266e-07	 -nan             	 -nan             	 -2.241741513730999e-05	 -nan             	 -nan             	 1.957718862853621e-06	 -nan             	 -nan             	 2.078555426570059e-06	 -nan             	 -nan             	 -3.543929379451087e-06	 -nan             	 -nan             	 3.691328021963598e-05	 -nan             	 -nan             	 -1.797873854098952e-05	 -nan             	 -nan             	 6.259758439321468e-05	 -nan             	 -nan             	 -3.522130849631064e-05	 -nan             	 -nan             	 -1.751083789953997e-05	 -nan             	 -nan             	 7.91592204161313e-06	 -nan             	 -nan             	 0.6266354945493651	 -0.6379137733932987	 -0.3271673428767585	 0.4748958617933319	 -0.2015127077921766	 -0.04574945025568364	 -0.3061801458187579	 0.09167005095485692	 0.3845724870519696	 0.3274575392837836	 0.4416624259076566	 0.3189456271460723	 0.2758044445014403	 -0.5311010576315021	 -0.2626416244381589	 1                	 0.508072465434273
	 1.034939592933422e-05	 -nan             	 -nan             	 -8.972339736025546e-06	 -nan             	 -nan             	 2.275670658031914e-05	 -nan             	 -nan             	 -1.230086689408441e-05	 -nan             	 -nan             	 3.986672736250023e-05	 -nan             	 -nan             	 -2.004191313208717e-05	 -nan             	 -nan             	 5.93182026408327e-05	 -nan             	 -nan             	 -3.303900339052695e-05	 -nan             	 -nan             	 7.940760030578706e-05	 -nan             	 -nan             	 -5.259686782388682e-05	 -nan             	 -nan             	 5.882372413674132e-06	 -nan             	 -nan             	 2.510199311387836e-07	 -nan             	 -nan             	 0.4852656863452007	 -0.506998356790607	 -0.3037597982181744	 0.3991964797886654	 -0.2017473071887111	 -0.6404105748200801	 -0.6923929282843904	 -0.4423687210061543	 -0.2415611516465508	 0.9606618872749888	 0.7657865985878466	 0.9394457157085156	 0.7110494502410581	 -0.5376664896894421	 -0.6588282788692637	 0.5080724652480088	 1                

