	 -3.464033727018038e-12	 -1.997779735694524e-12	 -3.461765454100454e-12	 -3.570848972685604e-12	 -3.667174623320744e-12
	 -3.347388298079353e-12	 -1.872061662318899e-12	 -3.329572891268978e-12	 -3.43666502861887e-12	 -3.53240165254249e-12
	 -3.193934266371157e-12	 -1.709703538954003e-12	 -3.160588076792006e-12	 -3.265674684068288e-12	 -3.360812049122384e-12
	 -3.438960569221092e-12	 -1.945997596191577e-12	 -3.390101520090328e-12	 -3.493168516217286e-12	 -3.58769622761353e-12
	 -3.162680627642484e-12	 -1.66116067028179e-12	 -3.098328505649756e-12	 -3.199361619816293e-12	 -3.293269208227458e-12
	 -3.476290646130514e-12	 -1.9663916491202e-12	 -3.396466220523687e-12	 -3.495451114156074e-12	 -3.588727981505922e-12
	 -3.165817753076044e-12	 -1.647723414145447e-12	 -3.070545750440915e-12	 -3.167468071412893e-12	 -3.260103538310025e-12
	 -3.565387182268964e-12	 -2.039281863221252e-12	 -3.454691238212893e-12	 -3.54953645821535e-12	 -3.641519716519361e-12
	 -3.389465628739902e-12	 -1.855541009742907e-12	 -3.263374860867484e-12	 -3.356128329618565e-12	 -3.447448516978938e-12
	 -3.362779286530514e-12	 -1.821226566637354e-12	 -3.221320501740465e-12	 -3.311967568958313e-12	 -3.402613626512889e-12
	 -3.578606188507985e-12	 -2.029623173628765e-12	 -3.421810848992096e-12	 -3.51033666110695e-12	 -3.600297441902142e-12
	 -3.525653896705328e-12	 -1.969440927072734e-12	 -3.353554006756479e-12	 -3.439943662764729e-12	 -3.529207850440363e-12
	 -3.643046110547894e-12	 -2.079809021944372e-12	 -3.455677082919544e-12	 -3.539915634383738e-12	 -3.628471831264475e-12
	 -3.045750507542095e-12	 -1.475699248942083e-12	 -2.843149862405674e-12	 -2.925222123719134e-12	 -3.013058830485683e-12
	 -3.978131809156873e-12	 -2.401479710890334e-12	 -3.76033825252994e-12	 -3.840228380788419e-12	 -3.927333908386108e-12
	 -2.843246776527367e-12	 -1.260210922974288e-12	 -2.610300613625684e-12	 -2.687993863679638e-12	 -2.774356394304785e-12
	 -3.635308932136913e-12	 -2.046110805472342e-12	 -3.387252575594215e-12	 -3.462734161636515e-12	 -3.548341728407643e-12
	 -3.523845962477654e-12	 -1.928713516208356e-12	 -3.260726005882304e-12	 -3.333979664880363e-12	 -3.418819555526999e-12
	 -3.434800641339327e-12	 -1.833964492043653e-12	 -3.156663359795298e-12	 -3.227673336936299e-12	 -3.311734587463974e-12
	 -3.136042600192408e-12	 -1.529737315010375e-12	 -2.84293760950162e-12	 -2.911688075433842e-12	 -2.994957675416486e-12
