	 0.02000132341846995	 -0.005152864808604627	 0.0156740387670435	 2.86893850399015e-09	 1.365605496155205e-08	 2.669791799385967e-08	 -9.706631580293987e-07	 2.995821337668937e-05	 93929907.6480657 	 -1.570383471820014e-09
	 -0.005152864808213507	 0.005327998950733171	 -0.01012106343237011	 -4.400366477755025e-09	 -3.39396695727854e-09	 4.898503205998536e-09	 -6.809496171821778e-06	 -2.883541900863291e-05	 -156931793.22591 	 7.530166974122947e-10
	 0.01567403876676239	 -0.01012106343380933	 0.1735193594258045	 7.512901238852452e-09	 -9.533075702217944e-09	 1.006781299212481e-07	 7.631579757459663e-06	 0.0001334308729259726	 580484868.3131608	 -6.029997727671652e-09
	 2.868938503177436e-09	 -4.400366477787182e-09	 7.512901235997657e-09	 1.16982817206974e-14	 -9.4957511612379e-16	 3.004956819338185e-14	 1.336712717656355e-11	 5.729177259777742e-11	 325.1640797662484	 -1.54553060538365e-15
	 1.365605496161873e-08	 -3.39396695729904e-09	 -9.533075701968238e-09	 -9.495751160659059e-16	 1.400937942447816e-14	 -1.334494345769796e-14	 -1.431339566793616e-12	 -3.598433393063309e-12	 -33.03751409934601	 7.440304451723444e-17
	 2.669791799352919e-08	 4.898503203257577e-09	 1.006781299224557e-07	 3.004956819899479e-14	 -1.334494345820951e-14	 4.375582278417389e-13	 -3.372771124823855e-12	 2.165352308395155e-10	 808.8777752717023	 -1.141561101114151e-14
	 -9.706631594623042e-07	 -6.80949617144516e-06	 7.631579752190037e-06	 1.33671271756406e-11	 -1.431339566825375e-12	 -3.37277113518732e-12	 2.646733375618721e-08	 6.22531911543181e-08	 479528.8941490769	 -4.861345267960382e-13
	 2.99582133727392e-05	 -2.883541901027945e-05	 0.0001334308729126968	 5.729177260078344e-11	 -3.598433393524595e-12	 2.165352308128057e-10	 6.225319116407567e-08	 4.137408125412997e-07	 2046070.011176839	 -1.464616729413343e-11
	 93929907.62029277	 -156931793.2283036	 580484868.2162135	 325.1640797682874	 -33.03751410135421	 808.8777750773137	 479528.8941841671	 2046070.011084873	 1.19436880323406e+19	 -55.2908786643242
	 -1.570383471764625e-09	 7.530166975337371e-10	 -6.029997727531808e-09	 -1.545530605629082e-15	 7.440304453744524e-17	 -1.14156110108348e-14	 -4.861345272902603e-13	 -1.464616729511927e-11	 -55.29087867252746	 6.913722142779266e-16

