3.548890600000000000e+08,4.545340964777550852e+01,1.034886736112202357e+02,2.362989045508304642e+01,5.369131820832837541e-03,1.242328153514209686e-02,4.748820098820500345e-03
3.678944736842104793e+08,1.554989320482095252e+02,1.815081465542444334e+02,7.827813905825756535e+01,9.513637162261086647e-03,1.103328599641475831e-02,7.295433232024864205e-03
3.743972105263158083e+08,8.145855552229028262e+01,2.602708796694327376e+01,4.252840315768060009e+01,1.086697412972228473e-02,3.590064072121087763e-03,7.441122328710760535e-03
3.874026842105262876e+08,5.907408135352278933e+00,8.132939307599731649e+01,2.743858282508738089e+00,8.711578610209049726e-04,1.196740874016144485e-02,4.068663321329695957e-04
3.939054210526316166e+08,2.656545619583170748e+01,1.493298646381627215e+01,1.231796145392753772e+01,3.646397938079619198e-03,2.050428422357931154e-03,2.685574446996449004e-03
4.069108947368422151e+08,4.877269962967543648e+01,4.199958771887778397e+01,2.621479714813805373e+01,6.773742322913784385e-03,5.840751537235884180e-03,5.726289627943830472e-03
4.264191052631580234e+08,6.872026838971927987e+01,2.311209665710567407e+01,3.431610909795382014e+01,9.626271304322203334e-03,3.345179318310799801e-03,7.188681418733246578e-03
4.459273157894737720e+08,2.574725436486409080e+01,3.525959888575203394e+01,1.219485334527563758e+01,3.586936793627444782e-03,4.988827161216319306e-03,2.255395431202276025e-03
4.589327894736843109e+08,2.331501825155722685e+01,2.163428156285170711e+00,1.506805969279631086e+01,3.228386652338282540e-03,3.191442877380565725e-04,2.643249336454118765e-03
4.654355263157895803e+08,5.698355950781194679e+01,8.900613162159011438e+01,4.993966624428664147e+01,7.886339194671200190e-03,1.261606036591930366e-02,8.950460174626853269e-03
