 2.4400000000000000e+03, 2.2031870798779644e+04, 8.6276900083604273e-05,   50,   50,    1, 0.0000000000000000e+00, 0.0000000000000000e+00                                                                                                         
    1,    0, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00             
    1,    1, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00             
    2,    0,-2.2504494795548155e-05, 0.0000000000000000e+00, 6.7569748104784293e-10, 0.0000000000000000e+00             
    2,    1,-1.6152658988115227e-08,-1.3648847913301067e-08, 3.8096163958473384e-10, 3.8697436212375701e-10             
    2,    2, 1.2453831455077273e-05,-2.0907808929226605e-08, 4.3930226383724806e-10, 2.2670107104303966e-09             
    3,    0,-4.7658974641405817e-06, 0.0000000000000000e+00, 1.6349120427590273e-09, 0.0000000000000000e+00             
    3,    1,-3.5970805101639293e-06,-2.6300610705800838e-06, 1.3174877671314681e-09, 1.2692261569609933e-09             
    3,    2, 9.9795827301908530e-07,-6.1658871020573644e-07, 1.0177044092767434e-09, 1.0614981354317767e-09             
    3,    3, 6.1329704144285676e-07, 1.6690192220415697e-06, 6.0408749051566058e-10, 4.6505284020898733e-10             
    4,    0,-5.8491134341695225e-06, 0.0000000000000000e+00, 4.6750495958809480e-09, 0.0000000000000000e+00             
    4,    1, 1.7412009465381639e-06, 3.3180870892295799e-06, 3.8326117143119424e-09, 3.7599066973233886e-09             
    4,    2, 1.8051180113808111e-06, 2.8669691584634786e-06, 2.6647489512989751e-09, 2.7051969481753347e-09             
    4,    3,-7.8611175710153666e-07, 1.4046520705502835e-06, 1.5260645566631754e-09, 1.5249127807564065e-09             
    4,    4,-1.3167419726323823e-08,-3.1735988504874297e-07, 8.0160382193031691e-10, 8.1634803118346115e-10             
    5,    0, 2.7949735882959458e-07, 0.0000000000000000e+00, 1.2092697108565790e-08, 0.0000000000000000e+00             
    5,    1, 5.9741638501289356e-07, 1.0174294227495020e-06, 1.0399094189042632e-08, 1.0242745801579709e-08             
    5,    2, 8.5739772139752519e-07, 7.3193471840611649e-07, 7.6844605984622621e-09, 7.9075170092764057e-09             
    5,    3, 1.1445546757076634e-06, 1.1249120816787075e-06, 5.2438101209350359e-09, 5.3041544180534339e-09             
    5,    4, 1.5313544537844549e-06,-1.0511901070665310e-06, 2.7781076656781296e-09, 2.7423804724258403e-09             
    5,    5, 1.6080508397215393e-06,-5.0859109149414183e-07, 1.0786916809413052e-09, 1.2490064207410093e-09             
    6,    0, 1.4585314175080843e-06, 0.0000000000000000e+00, 2.6361100941776771e-08, 0.0000000000000000e+00             
    6,    1, 8.2684194143035781e-07, 9.1546534364411914e-07, 2.3702227530157140e-08, 2.3276980097903169e-08             
    6,    2,-1.4593298396480060e-07, 4.8430566660301628e-07, 1.8743432213709860e-08, 1.9315990642685652e-08             
    6,    3,-8.8928930885644401e-08, 4.6057816331377807e-08, 1.4218538338598605e-08, 1.4363421252786578e-08             
    6,    4,-1.3687842431473916e-06,-5.2322441446343721e-07, 8.3604234307417285e-09, 8.3169601502790285e-09             
    6,    5, 2.3489610723947886e-06, 3.1385125703845815e-06, 4.8405709984404675e-09, 4.6322808080327186e-09             
    6,    6, 1.3305116606862489e-06,-1.5694808732754224e-06, 2.1371647845415660e-09, 2.0238670107950224e-09             
    7,    0,-2.1852367768334425e-07, 0.0000000000000000e+00, 4.7080300368238341e-08, 0.0000000000000000e+00             
    7,    1, 1.9536085376190740e-07,-2.3182114674300509e-07, 4.3754326941999086e-08, 4.3017091895300809e-08             
    7,    2,-1.7496090760959149e-06, 7.0160793362141880e-07, 3.6936578294960920e-08, 3.8062984240510839e-08             
    7,    3,-2.8025829849668759e-07, 6.8904629309337373e-07, 3.0377664727258248e-08, 3.0645984176276321e-08             
    7,    4,-4.3745500759478240e-07,-4.2189127579447878e-07, 2.0897098259953055e-08, 2.0959827536853116e-08             
    7,    5,-3.4514610563502668e-07, 3.2097753627923853e-06, 1.3738500424541644e-08, 1.3651841210958058e-08             
    7,    6, 1.7947410351620055e-07,-1.0986763258021031e-06, 7.3890828532252020e-09, 7.3793877434522813e-09             
    7,    7,-4.0301504752938484e-07, 1.0620990771174037e-07, 2.8246816647603770e-09, 2.9826857984054498e-09             
    8,    0,-1.3870356980458966e-06, 0.0000000000000000e+00, 6.7991989808262731e-08, 0.0000000000000000e+00             
    8,    1, 3.7624366251120983e-07,-1.5299692097148756e-07, 6.4527108719337847e-08, 6.3737210778187437e-08             
    8,    2,-6.5569370959661578e-07, 1.7870147497774994e-06, 5.8125943656811104e-08, 5.9700840796557779e-08             
    8,    3,-1.9064995338016612e-06, 4.5974835302873144e-07, 5.0950915845762173e-08, 5.1172957565172537e-08             
    8,    4,-4.9014292738022626e-07,-8.9317906425028185e-08, 4.0143694903953046e-08, 4.0387656911366132e-08             
    8,    5,-7.0515651955995926e-07,-9.6967346952040837e-07, 3.0324155016316131e-08, 3.0031354938917116e-08             
    8,    6, 2.1715763780569655e-07,-9.5148988003187316e-07, 1.9433875551706003e-08, 1.9580575384126002e-08             
    8,    7, 3.9589422332799339e-07,-6.6943385325178254e-07, 1.0768151649889446e-08, 1.1437592492686217e-08             
    8,    8,-1.2230150460017935e-06, 3.9464263771148399e-07, 4.6871811902211286e-09, 4.8653759920114734e-09             
    9,    0,-5.1973946113064347e-07, 0.0000000000000000e+00, 7.8531729696904961e-08, 0.0000000000000000e+00             
    9,    1, 1.9572508392640721e-07, 5.5414366104313299e-09, 7.6295843480505257e-08, 7.5851634647114000e-08             
    9,    2, 1.3674622006606949e-06, 8.2835729399395797e-07, 7.2557965502154469e-08, 7.3662668209985360e-08             
    9,    3,-8.1673278548316186e-08, 1.1604898328692514e-06, 6.7484140098919051e-08, 6.7602666904551970e-08             
    9,    4, 4.0628066102583395e-07, 4.0943958304478471e-07, 5.9046827838539497e-08, 5.9323382834294350e-08             
    9,    5,-1.0735283273844036e-06,-6.9427020199064090e-07, 5.0472020426133981e-08, 4.9830338891308761e-08             
    9,    6, 2.2590644679788266e-07,-1.7489575027571018e-07, 3.7709505723467770e-08, 3.7942490100927060e-08             
    9,    7,-3.6465798277336191e-07, 6.9422602390287975e-07, 2.6177260741205640e-08, 2.7568370121114374e-08             
    9,    8,-1.8224399355656670e-09,-4.0238894969497374e-07, 1.5583337673445168e-08, 1.6011178316003972e-08             
    9,    9, 3.3485707524223448e-07, 1.1230405299741017e-08, 6.8812402236214098e-09, 6.7470202584787119e-09             
   10,    0,-4.5220059881582670e-07, 0.0000000000000000e+00, 7.4110877692312928e-08, 0.0000000000000000e+00             
   10,    1, 4.6625806746051749e-07,-8.4253394713055286e-07, 7.4490462694468942e-08, 7.4423685185486346e-08             
   10,    2, 8.6384413676235274e-07, 6.4186789259486599e-07, 7.2849851089424189e-08, 7.2656421730743666e-08             
   10,    3, 1.0613867214213251e-06, 1.5751318140924453e-07, 7.1621353470075519e-08, 7.1865220696332385e-08             
   10,    4,-5.3088608157589647e-08, 6.2288878270976233e-07, 6.7250019585856889e-08, 6.7522241314064942e-08             
   10,    5,-2.1477837818569552e-07,-2.8251092101506889e-07, 6.3802920931764929e-08, 6.3193728368206012e-08             
   10,    6,-5.1872431632298649e-07, 6.0733388444351871e-07, 5.4474308661185747e-08, 5.4569825467694243e-08             
   10,    7, 2.3296038147871623e-07, 4.4027556834867856e-07, 4.4582457378964425e-08, 4.6286127847860557e-08             
   10,    8,-2.9231749217072348e-07,-5.9025994591121068e-07, 3.3019813932066026e-08, 3.3720741487897544e-08             
   10,    9, 4.3251774295726706e-07,-6.1112523159021966e-07, 2.0978524505738672e-08, 2.0623919950476936e-08             
   10,   10,-3.8594860748194201e-07,-4.8740152467449404e-07, 1.0024700654901914e-08, 9.7077407042496421e-09             
   11,    0,-3.8764397557525085e-07, 0.0000000000000000e+00, 6.4854439426689655e-08, 0.0000000000000000e+00             
   11,    1, 3.2513138609022965e-07,-4.1995776408620429e-07, 6.4619737895534045e-08, 6.4711968148920562e-08             
   11,    2, 4.3801258719147598e-07, 3.9019755860637169e-07, 6.4625727059487972e-08, 6.4609115133729734e-08             
   11,    3, 5.5531053752293390e-07, 6.5675793083381031e-07, 6.4307011872870544e-08, 6.4409968915627550e-08             
   11,    4,-3.0622295365235774e-07, 6.1249759318107882e-07, 6.3761358956030708e-08, 6.4029376956842468e-08             
   11,    5,-3.5910840284467358e-08,-2.9931712682155008e-07, 6.2940339692141953e-08, 6.2805536492342133e-08             
   11,    6,-2.1130111187162480e-07,-3.6615874238470368e-08, 6.0776684819432042e-08, 6.0722671805546364e-08             
   11,    7, 2.1341911626503927e-07, 1.1073756499994401e-07, 5.5332789434194520e-08, 5.6507094164489637e-08             
   11,    8, 2.9882551810744087e-07,-2.6431619461200908e-07, 4.9117448372258612e-08, 4.9742524796874182e-08             
   11,    9, 3.5476218733731639e-07, 5.9508861425419656e-08, 3.8701103908090973e-08, 3.8164377075730954e-08             
   11,   10, 1.0592979710391875e-07,-4.8645788926254765e-07, 2.6532362278609169e-08, 2.5862634753185658e-08             
   11,   11, 2.7045366620702973e-07, 3.6491015396306850e-07, 1.3040652467735755e-08, 1.2990349202773290e-08             
   12,    0,-2.4298424402358972e-07, 0.0000000000000000e+00, 5.7645251748330972e-08, 0.0000000000000000e+00             
   12,    1, 3.5727828128616512e-08,-3.9812089083434259e-08, 5.6906740098034473e-08, 5.7002301235344130e-08             
   12,    2, 1.1645280862177436e-07, 5.8616560910558936e-08, 5.7310288774475861e-08, 5.7314110900120924e-08             
   12,    3,-7.4871694292834972e-08, 6.3621243850262549e-07, 5.6443794905337606e-08, 5.6418757610957165e-08             
   12,    4,-4.8906778081110299e-07, 4.4307578274903464e-07, 5.6546504098422877e-08, 5.6647013782665661e-08             
   12,    5,-5.2958083756131500e-07,-8.4511777938818597e-08, 5.5872502360441398e-08, 5.5729436616109897e-08             
   12,    6, 2.3774092495604656e-07, 3.4014126630420200e-07, 5.5811887188297897e-08, 5.5880943028393816e-08             
   12,    7, 3.9787692718423489e-07,-1.0610050998789358e-07, 5.4768031281666610e-08, 5.5205513022763863e-08             
   12,    8, 6.6481714780865871e-09,-7.1134602481958180e-08, 5.3222175181195096e-08, 5.3439181123249376e-08             
   12,    9, 5.8413574989079133e-07,-7.4135507249001622e-08, 4.9986280512901821e-08, 4.9507287429328400e-08             
   12,   10, 1.1057889485813024e-07, 2.7505691803456320e-07, 4.1841303627201022e-08, 4.1051275747213681e-08             
   12,   11, 2.7249842370740966e-07, 6.2228672318763944e-08, 3.1037751623781327e-08, 3.0843111944217510e-08             
   12,   12, 2.5781972726656834e-07,-1.1650559215092127e-07, 1.6597748048394678e-08, 1.6576464560730102e-08             
   13,    0,-1.6391429579574191e-07, 0.0000000000000000e+00, 5.0337308811948083e-08, 0.0000000000000000e+00             
   13,    1,-8.7427411866516969e-08,-2.2626373130796254e-07, 5.1225742575068822e-08, 5.1327963537778849e-08             
   13,    2,-2.0206220243149462e-07, 2.0188003209057366e-08, 5.0669672762527571e-08, 4.9881003671157110e-08             
   13,    3,-2.8916068428511502e-07, 1.6560307910792023e-07, 5.1035201274541088e-08, 5.1243575043215964e-08             
   13,    4,-3.7182811080701296e-07,-5.6785528207587187e-08, 4.9907217234263609e-08, 5.0138656543794113e-08             
   13,    5,-5.1905329152268138e-07, 4.5820763681038661e-08, 5.0742535293965961e-08, 5.0564421731927788e-08             
   13,    6, 2.7653361161907719e-07, 3.4816707848548203e-07, 4.9424470043039005e-08, 4.9422781308348578e-08             
   13,    7, 1.8857144254159111e-07, 1.3376797899613230e-08, 4.9464728684582767e-08, 4.9753959650129882e-08             
